"Name";"ModId";"Version";"Type";"InternalCategory";"GOC";"FileId";"FileName";"FilePath";"PreviousFileName";"FileDate";"FileLength";"DownloadUrl";"GameVersion";"Dependencies";"Copy";"Add";"Update"
"AdvancementInfo";"403815";"0.53.3-1.3.1";"Mods";;"True";"3828517";"advancementinfo-1.19-fabric0.53.3-1.3.1.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\advancementinfo-1.19-fabric0.53.3-1.3.1.jar";;"12/06/2022 04:57:16";"1442872";"https://edge.forgecdn.net/files/3828/517/advancementinfo-1.19-fabric0.53.3-1.3.1.jar";"1.19";;"True";"False";"False"
"Advancements Enlarger";"355583";;"Mods";;"True";;;;;;;;;;"True";"False";"False"
"AppleSkin";"248787";"2.4.1";"Mods";;"False";"3927567";"appleskin-fabric-mc1.19-2.4.1.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\appleskin-fabric-mc1.19-2.4.1.jar";;"10/08/2022 07:33:50";"1040951";"https://edge.forgecdn.net/files/3927/567/appleskin-fabric-mc1.19-2.4.1.jar";"1.19";"Fabric API(Required Dependency)";"True";"False";"False"
"Architectury API";"419699";"5.12.42";"Mods";;"True";"3929408";"architectury-5.12.42-fabric.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\architectury-5.12.42-fabric.jar";;"11/08/2022 11:11:40";"567573";"https://edge.forgecdn.net/files/3929/408/architectury-5.12.42-fabric.jar";"1.19";"Fabric API(Required Dependency)";"True";"False";"False"
"Atmosfera";"338456";;"Mods";;"False";;;;;;;;;;"True";"False";"False"
"Bad Packets";"615134";"0.1.2";"Mods";;"False";"3773641";"badpackets-fabric-0.1.2.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\badpackets-fabric-0.1.2.jar";;"30/04/2022 10:44:20";"25470";"https://edge.forgecdn.net/files/3773/641/badpackets-fabric-0.1.2.jar";"1.19";;"True";"False";"False"
"Better Birch Leaves Add-on";"514560";;"Ressources";;"True";;;;;;;;;;"True";"False";"False"
"Better Dropped Items";"350250";"1.4.1";"Mods";;"False";"3876302";"betterdroppeditems-1.4.1-1.19.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\betterdroppeditems-1.4.1-1.19.jar";;"15/07/2022 03:47:13";"50163";"https://edge.forgecdn.net/files/3876/302/betterdroppeditems-1.4.1-1.19.jar";"1.19";;"True";"False";"False"
"Better Spruce Leaves Add-on";"514567";;"Ressources";;"True";;;;;;;;;;"True";"False";"False"
"Better Third Person";"435044";"1.8.1";"Mods";;"True";"3834421";"BetterThirdPerson-Fabric-1.19-1.8.1.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\BetterThirdPerson-Fabric-1.19-1.8.1.jar";;"16/06/2022 11:18:37";"45804";"https://edge.forgecdn.net/files/3834/421/BetterThirdPerson-Fabric-1.19-1.8.1.jar";"1.19";;"True";"False";"False"
"BetterF3";"401648";"1.3.2";"Mods";;"True";"3884453";"BetterF3-1.3.2-Fabric-1.19.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\BetterF3-1.3.2-Fabric-1.19.jar";;"19/07/2022 08:08:31";"1420841";"https://edge.forgecdn.net/files/3884/453/BetterF3-1.3.2-Fabric-1.19.jar";"1.19";"Cloth Config API(Required Dependency)";"True";"False";"False"
"BSL Shaders";"322506";;"Shaders";;"True";;;;;;;;;;"True";"False";"False"
"Charm";"318872";"4.2.1";"Mods";;"False";"3922183";"charm-fabric-1.19.0-4.2.1.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\charm-fabric-1.19.0-4.2.1.jar";;"07/08/2022 01:07:25";"3954927";"https://edge.forgecdn.net/files/3922/183/charm-fabric-1.19.0-4.2.1.jar";"1.19";"Fabric API(Required Dependency)";"True";"False";"False"
"Cloth Config API";"348521";"8.0.75";"Mods";;"True";"3906387";"cloth-config-8.0.75-fabric.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\cloth-config-8.0.75-fabric.jar";;"29/07/2022 18:43:03";"1129049";"https://edge.forgecdn.net/files/3906/387/cloth-config-8.0.75-fabric.jar";"1.19";;"True";"False";"False"
"Complementary Shaders";"385587";;"Shaders";;"True";;;;;;;;;;"True";"False";"False"
"Continuity";"531351";"2.0.1";"Mods";"NoOptifine";"True";"3927270";"continuity-2.0.1+1.19.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\NoOptifine\continuity-2.0.1+1.19.jar";;"10/08/2022 01:00:37";"1128730";"https://edge.forgecdn.net/files/3927/270/continuity-2.0.1+1.19.jar";"1.19";"Fabric API(Required Dependency)/Fabric API(Required Dependency)";"True";"False";"False"
"CraftPresence";"297038";"1.8.9";"Mods";;"False";"3901331";"CraftPresence-Fabric-1.19-Release-1.8.9.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\CraftPresence-Fabric-1.19-Release-1.8.9.jar";;"27/07/2022 00:02:39";"864655";"https://edge.forgecdn.net/files/3901/331/CraftPresence-Fabric-1.19-Release-1.8.9.jar";"1.19";"Fabric API(Required Dependency)";"True";"False";"False"
"Dark Loading Screen";"365727";"1.6.12";"Mods";;"False";"3845449";"dark-loading-screen-1.6.12.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\dark-loading-screen-1.6.12.jar";;"23/06/2022 19:17:18";"52116";"https://edge.forgecdn.net/files/3845/449/dark-loading-screen-1.6.12.jar";"1.19";;"True";"False";"False"
"Diggus Maximus";"341888";"1.5.8";"Mods";;"False";"3885983";"diggusmaximus-1.5.8-1.19.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\diggusmaximus-1.5.8-1.19.jar";;"20/07/2022 06:48:20";"225225";"https://edge.forgecdn.net/files/3885/983/diggusmaximus-1.5.8-1.19.jar";"1.19";;"True";"False";"False"
"Dramatic Skys";"231821";"1.5";"Ressources";;"True";"3853624";"Dramatic+Skys+Demo+1.5.zip";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Ressources\Dramatic+Skys+Demo+1.5.zip";;"30/06/2022 05:03:23";"16856175";"https://edge.forgecdn.net/files/3853/624/Dramatic+Skys+Demo+1.5.zip";"1.19";;"True";"False";"False"
"EditSign";"344996";"2.4.2";"Mods";;"False";"3878208";"EditSign-1.19-2.4.2.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\EditSign-1.19-2.4.2.jar";;"16/07/2022 13:21:27";"1064405";"https://edge.forgecdn.net/files/3878/208/EditSign-1.19-2.4.2.jar";"1.19";;"True";"False";"False"
"Effective 💦";"556381";"1.2.2";"Mods";;"False";"3823332";"effective-1.2.2.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\effective-1.2.2.jar";;"08/06/2022 19:41:21";"1722841";"https://edge.forgecdn.net/files/3823/332/effective-1.2.2.jar";"1.19";"Fabric API(Required Dependency)/Fabric API(Required Dependency)";"True";"False";"False"
"Enchanted ToolTips";"331965";"1.3.7";"Mods";;"False";"3901301";"EnchantedToolTips-1.3.7-1.19.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\EnchantedToolTips-1.3.7-1.19.jar";;"26/07/2022 23:41:27";"237002";"https://edge.forgecdn.net/files/3901/301/EnchantedToolTips-1.3.7-1.19.jar";"1.19";;"True";"False";"False"
"Enhanced Attack Indicator";"446173";"1.0.4";"Mods";;"False";"3855667";"enhanced_attack_indicator-1.0.4+1.19.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\enhanced_attack_indicator-1.0.4+1.19.jar";;"01/07/2022 19:46:50";"32566";"https://edge.forgecdn.net/files/3855/667/enhanced_attack_indicator-1.0.4+1.19.jar";"1.19";;"True";"False";"False"
"Experience Container";"327525";;"Mods";;"False";;;;;;;;;;"True";"False";"False"
"Fabric API";"306612";"0.58.0";"Mods";;"True";"3891323";"fabric-api-0.58.0+1.19.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\fabric-api-0.58.0+1.19.jar";;"21/07/2022 20:10:36";"1496048";"https://edge.forgecdn.net/files/3891/323/fabric-api-0.58.0+1.19.jar";"1.19";;"True";"False";"False"
"Fabric Capes";"408481";"1.4.4";"Mods";;"True";"3844992";"Capes-1.4.4+1.19.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\Capes-1.4.4+1.19.jar";;"23/06/2022 13:00:29";"86808";"https://edge.forgecdn.net/files/3844/992/Capes-1.4.4+1.19.jar";"1.19";"Fabric API(Required Dependency)/Fabric Language Kotlin(Required Dependency)";"True";"False";"False"
"Fabric Language Kotlin";"308769";"1.8.2+kotlin.1.7.10";"Mods";"NoOptifine";"True";"3887669";"fabric-language-kotlin-1.8.2+kotlin.1.7.10.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\NoOptifine\fabric-language-kotlin-1.8.2+kotlin.1.7.10.jar";;"20/07/2022 18:51:01";"6325195";"https://edge.forgecdn.net/files/3887/669/fabric-language-kotlin-1.8.2+kotlin.1.7.10.jar";"1.19";;"True";"False";"False"
"Fabric Loader";"70979811";"0.14.9(0.11.0)";"Mods";;"True";"4846495246574048464949464841";"fabric-installer-0.11.0.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\fabric-installer-0.11.0.jar";;"14/08/2022 20:58:56";"180512";"https://maven.fabricmc.net/net/fabricmc/fabric-installer/0.11.0/fabric-installer-0.11.0.jar";"1.19";;"False";"False";"False"
"Faithful 32x";"436482";"1.19.2";"Ressources";;"True";"3921831";"Faithful 32x - 1.19.2.zip";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Ressources\Faithful 32x - 1.19.2.zip";;"06/08/2022 20:37:17";"8540792";"https://edge.forgecdn.net/files/3921/831/Faithful 32x - 1.19.2.zip";"1.19";;"True";"False";"False"
"Falling Leaves";"417510";"1.12.1";"Mods";;"True";"3824078";"fallingleaves-1.12.1+1.19.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\fallingleaves-1.12.1+1.19.jar";;"09/06/2022 05:58:12";"143937";"https://edge.forgecdn.net/files/3824/78/fallingleaves-1.12.1+1.19.jar";"1.19";"Cloth Config API(Required Dependency)/Fabric API(Required Dependency)";"True";"False";"False"
"FallingTree";"349559";"3.7.4";"Mods";;"False";"3877152";"FallingTree-1.19-3.7.4.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\FallingTree-1.19-3.7.4.jar";;"15/07/2022 19:00:52";"401030";"https://edge.forgecdn.net/files/3877/152/FallingTree-1.19-3.7.4.jar";"1.19";;"True";"False";"False"
"FerriteCore";"459857";"5.0.0";"Mods";"NoOptifine";"True";"3824694";"ferritecore-5.0.0-fabric.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\NoOptifine\ferritecore-5.0.0-fabric.jar";;"09/06/2022 15:47:06";"119108";"https://edge.forgecdn.net/files/3824/694/ferritecore-5.0.0-fabric.jar";"1.19";;"True";"False";"False"
"Held Item Info";"365615";"1.3.0";"Mods";;"False";"3826579";"held-item-info-1.3.0.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\held-item-info-1.3.0.jar";;"10/06/2022 19:27:51";"58538";"https://edge.forgecdn.net/files/3826/579/held-item-info-1.3.0.jar";"1.19";"Fabric API(Required Dependency)";"True";"False";"False"
"Horse Stats Vanilla";"351393";"4.2.2";"Mods";;"False";"3875040";"horse-stats-vanilla-4.2.2.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\horse-stats-vanilla-4.2.2.jar";;"14/07/2022 10:29:29";"1505739";"https://edge.forgecdn.net/files/3875/40/horse-stats-vanilla-4.2.2.jar";"1.19";"Fabric API(Required Dependency)";"True";"False";"False"
"Indium";"459496";"1.0.7";"Mods";"NoOptifine";"True";"3911818";"indium-1.0.7+mc1.19.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\NoOptifine\indium-1.0.7+mc1.19.jar";;"01/08/2022 22:32:34";"118637";"https://edge.forgecdn.net/files/3911/818/indium-1.0.7+mc1.19.jar";"1.19";"Sodium(Required Dependency)";"True";"False";"False"
"Inmis";"369254";"2.7.0";"Mods";;"False";"3853651";"inmis-2.7.0-1.19.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\inmis-2.7.0-1.19.jar";;"30/06/2022 06:07:07";"152520";"https://edge.forgecdn.net/files/3853/651/inmis-2.7.0-1.19.jar";"1.19";;"True";"False";"False"
"Inventory Hotswap";"423235";"1.3.0";"Mods";;"False";"3861571";"inventory-hotswap-fabric-1.19-1.3.0.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\inventory-hotswap-fabric-1.19-1.3.0.jar";;"06/07/2022 15:54:57";"207148";"https://edge.forgecdn.net/files/3861/571/inventory-hotswap-fabric-1.19-1.3.0.jar";"1.19";;"True";"False";"False"
"Inventory HUD+";"357540";"3.4.2";"Mods";;"False";"3824125";"InventoryHUD-fabric-[1.19] -3.4.2.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\InventoryHUD-fabric-[1.19] -3.4.2.jar";;"09/06/2022 06:38:59";"223377";"https://edge.forgecdn.net/files/3824/125/InventoryHUD-fabric-[1.19] -3.4.2.jar";"1.19";;"True";"False";"False"
"Inventory Profiles Next";"495267";"1.6.3";"Mods";;"False";"3920895";"InventoryProfilesNext-fabric-1.19-1.6.3.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\InventoryProfilesNext-fabric-1.19-1.6.3.jar";;"06/08/2022 09:04:01";"1520152";"https://edge.forgecdn.net/files/3920/895/InventoryProfilesNext-fabric-1.19-1.6.3.jar";"1.19";"Fabric Language Kotlin(Required Dependency)/Fabric API(Required Dependency)";"True";"False";"False"
"Iris Shaders";"455508";"1.2.6";"Mods";"NoOptifine";"True";"3899705";"iris-mc1.19.1-1.2.6.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\NoOptifine\iris-mc1.19.1-1.2.6.jar";;"25/07/2022 22:05:54";"1574252";"https://edge.forgecdn.net/files/3899/705/iris-mc1.19.1-1.2.6.jar";"1.19";"Sodium(Required Dependency)";"True";"False";"False"
"Item Scroller";"242064";"0.17.1";"Mods";;"False";"3923056";"itemscroller-fabric-1.19.2-0.17.1.jar";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Mods\itemscroller-fabric-1.19.2-0.17.1.jar";;"07/08/2022 13:53:46";"117847";"https://edge.forgecdn.net/files/3923/56/itemscroller-fabric-1.19.2-0.17.1.jar";"1.19";"MaLiLib(Required Dependency)";"True";"False";"False"
"Jerm's Better Leaves";"301900";"2.9";"Ressources";;"True";"3841526";"Better Leaves Addon V2.9-1.19.zip";"E:\Games\Minecraft\#Setup_Minecraft\1.19.0\Ressources\Better Leaves Addon V2.9-1.19.zip";;"20/06/2022 18:57:12";"55147";"https://edge.forgecdn.net/files/3841/526/Better Leaves Addon V2.9-1.19.zip";"1.19";;"True";"False";"False"
